,content_id,content,jieba,jieba_remove_stopword,token_sequence,pad_sequence,sentiment_value
422,Evce8rR6PZIXdsyF,牛逼牛逼，小弟佩服，这个油耗是我高速定速巡航120的油耗！你在大上海开出这个油耗，还是个2.5的车！真心厉害！,"['牛', '逼', '牛', '逼', '，', '小弟', '佩服', '，', '这个', '油耗', '是', '我', '高速', '定速巡航', '120', '的', '油耗', '！', '你', '在', '大', '上海', '开出', '这个', '油耗', '，', '还是', '个', '2.5', '的', '车', '！', '真心', '厉害', '！']","['牛', '逼', '牛', '逼', '小弟', '佩服', '油耗', '高速', '定速巡航', '油耗', '大', '上海', '开出', '油耗', '2.5', '车', '真心', '厉害']","[564, 602, 564, 602, 5767, 1823, 6, 40, 1280, 6, 17, 1021, 2709, 6, 1, 9, 302, 333]","[564, 602, 564, 602, 5767, 1823, 6, 40, 1280, 6, 17, 1021, 2709, 6, 1, 9, 302, 333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
423,JQacu8hBCoZjdsPX,不是我黑 我客观的问一句 19款RAV4没2.0的？ 19款RAV4要是有2.0的动力好的没话说？能比过18款森林人2.5的动力？要是实际应用中能比过 那好 你赢了   ,"['不是', '我', '黑', ' ', '我', '客观', '的', '问', '一句', ' ', '19', '款', 'RAV4', '没', '2.0', '的', '？', ' ', '19', '款', 'RAV4', '要是', '有', '2.0', '的', '动力', '好', '的', '没话说', '？', '能比', '过', '18', '款', '森林', '人', '2.5', '的', '动力', '？', '要是', '实际', '应用', '中', '能比', '过', ' ', '那好', ' ', '你', '赢', '了']","['不是', '黑', ' ', '客观', '问', '一句', ' ', '款', 'RAV4', '没', '2.0', ' ', '款', 'RAV4', '有', '2.0', '动力', '好', '没话说', '能比', '款', '森林', '人', '2.5', '动力', '实际', '应用', '中', '能比', ' ', '那好', ' ', '赢']","[30, 654, 3585, 252, 1071, 24, 323, 15, 1, 24, 323, 4, 1, 11, 10, 4823, 1216, 24, 2, 3, 1, 11, 380, 6704, 178, 1216, 7128]","[30, 654, 3585, 252, 1071, 24, 323, 15, 1, 24, 323, 4, 1, 11, 10, 4823, 1216, 24, 2, 3, 1, 11, 380, 6704, 178, 1216, 7128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
424,o5G7A3ZwMImPHbnL,原厂隔音不咋滴，后排没有出风口，原厂音响非常渣，油耗那是很令人满意的。   ,"['原厂', '隔音', '不', '咋', '滴', '，', '后排', '没有', '出风口', '，', '原厂', '音响', '非常', '渣', '，', '油耗', '那', '是', '很', '令人满意', '的', '。']","['原厂', '隔音', '滴', '后排', '没有', '出风口', '原厂', '音响', '渣', '油耗', '令人满意']","[132, 142, 1529, 98, 16, 356, 132, 361, 701, 6]","[132, 142, 1529, 98, 16, 356, 132, 361, 701, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
425,xjSBDmyXaifbcCKA,会有什么不一样呢？可以详细描述一下吗？价格和牌子是什么情况呢？    ,"['会', '有', '什么', '不', '一样', '呢', '？', '可以', '详细描述', '一下', '吗', '？', '价格', '和', '牌子', '是', '什么', '情况', '呢', '？']","['有', '一样', '可以', '详细描述', '一下', '价格', '牌子', '情况']","[4, 38, 13, 62, 12, 737, 129]","[4, 38, 13, 62, 12, 737, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
426,WL6HsMEi3kNXjbwQ,估计2.5排量烧机油的问题解决不了吧？～如果2.0混动开着加速不比2.5差，价格一样或者低点，油耗也下降，我觉的还好,"['估计', '2.5', '排量', '烧', '机油', '的', '问题', '解决不了', '吧', '？', '～', '如果', '2.0', '混动开', '着', '加速', '不比', '2.5', '差', '，', '价格', '一样', '或者', '低点', '，', '油耗', '也', '下降', '，', '我觉', '的', '还好']","['估计', '2.5', '排量', '烧', '机油', '问题', '解决不了', '2.0', '混动开', '加速', '2.5', '差', '价格', '一样', '低点', '油耗', '下降', '我觉', '还好']","[114, 1, 212, 34, 7, 23, 7425, 1, 73, 1, 81, 12, 38, 3288, 6, 494, 7882, 472]","[114, 1, 212, 34, 7, 23, 7425, 1, 73, 1, 81, 12, 38, 3288, 6, 494, 7882, 472, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
427,6hfTwBpMCeHUqbux,福克斯ST，动力猛，变速箱换挡干脆直接不扯淡，完全靠司机的反应速度和手脚利索程度的大手动，德国原装进口福克斯，可以简称德原福了吧,"['福克斯', 'ST', '，', '动力', '猛', '，', '变速箱', '换挡', '干脆', '直接', '不', '扯淡', '，', '完全', '靠', '司机', '的', '反应速度', '和', '手脚利索', '程度', '的', '大', '手动', '，', '德国', '原装', '进口', '福克斯', '，', '可以', '简称', '德原福', '了', '吧']","['福克斯', 'ST', '动力', '猛', '变速箱', '换挡', '干脆', '直接', '扯淡', '完全', '司机', '反应速度', '手脚利索', '程度', '大', '手动', '德国', '原装', '进口', '福克斯', '可以', '简称', '德原福']","[1083, 3841, 11, 952, 49, 585, 3392, 137, 2598, 255, 750, 7034, 1020, 17, 240, 1346, 415, 159, 1083, 13]","[1083, 3841, 11, 952, 49, 585, 3392, 137, 2598, 255, 750, 7034, 1020, 17, 240, 1346, 415, 159, 1083, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
428,dXJM8HgpAFsGOnWU,除了内饰，其他森林人完胜。,"['除了', '内饰', '，', '其他', '森林', '人', '完胜', '。']","['内饰', '森林', '人', '完胜']","[20, 2, 3, 1639]","[20, 2, 3, 1639, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
429,87qamroLVRjO2T5B,也就SGP底盘吸引我要不买2018款了犹豫还在想沃尔沃XC60都是安全著称,"['也', '就', 'SGP', '底盘', '吸引', '我要', '不', '买', '2018', '款', '了', '犹豫', '还', '在', '想', '沃尔沃', 'XC60', '都', '是', '安全', '著称']","['SGP', '底盘', '吸引', '我要', '买', '2018', '款', '犹豫', '想', '沃尔沃', 'XC60', '安全', '著称']","[785, 43, 2146, 1564, 19, 669, 24, 1503, 90, 897, 1089, 112]","[785, 43, 2146, 1564, 19, 669, 24, 1503, 90, 897, 1089, 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
430,Yry8UHfBKa0jsEJD,原因是价格和油耗嘛？奥迪a6现在只有一款全时    ,"['原因', '是', '价格', '和', '油耗', '嘛', '？', '奥迪', 'a6', '现在', '只有', '一款', '全时']","['原因', '价格', '油耗', '奥迪', 'a6', '现在', '一款', '全时']","[239, 12, 6, 614, 2094, 32, 759, 82]","[239, 12, 6, 614, 2094, 32, 759, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
431,FVsOCzBcxbwJh2T8,这个价格是4S的价格，还是外面换的价格，我看上海有修变速箱的，论坛里   ,"['这个', '价格', '是', '4S', '的', '价格', '，', '还是', '外面', '换', '的', '价格', '，', '我', '看', '上海', '有修', '变速箱', '的', '，', '论坛', '里']","['价格', '4S', '价格', '外面', '换', '价格', '上海', '有修', '变速箱', '论坛', '里']","[12, 84, 12, 447, 21, 12, 1021, 49, 311, 145]","[12, 84, 12, 447, 21, 12, 1021, 49, 311, 145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
432,mjA8z56SRBw1nhp7,2.5L120以下动力随叫随到，140再急加速就吃力了，开两年油门还从来没踩到底过    ,"['2.5', 'L120', '以下', '动力', '随叫随到', '，', '140', '再', '急', '加速', '就', '吃力', '了', '，', '开', '两年', '油门', '还', '从来', '没', '踩', '到底', '过']","['2.5', 'L120', '以下', '动力', '随叫随到', '140', '再', '急', '加速', '吃力', '开', '两年', '油门', '没', '踩']","[1, 844, 11, 4364, 1009, 55, 347, 73, 1872, 26, 1051, 164, 15, 125]","[1, 844, 11, 4364, 1009, 55, 347, 73, 1872, 26, 1051, 164, 15, 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
433,aERCNQcw9WPjtSTb,2.0的动力怎么样？我这边只有2.5的试驾车。    ,"['2.0', '的', '动力', '怎么样', '？', '我', '这边', '只有', '2.5', '的', '试', '驾车', '。']","['2.0', '动力', '2.5', '试', '驾车']","[1, 11, 1, 770, 1702]","[1, 11, 1, 770, 1702, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
434,zOgYypuoj3DnHqdK,你这样一说，我更纠结了，小弟还没结婚，家用功能肯定不是首要的，但是家里人很看重斯巴鲁的安全性。2.5L和2.0L的差距真的那么大么？如果马自达2.5L两驱和森林人2.0L四驱比呢？本人用车90%市区，一年2次自驾游，偶尔回老家会有一定的非铺装路面。   ,"['你', '这样', '一说', '，', '我', '更', '纠结', '了', '，', '小弟', '还', '没', '结婚', '，', '家用', '功能', '肯定', '不是', '首要', '的', '，', '但是', '家里人', '很', '看重', '斯巴鲁', '的', '安全性', '。', '2.5', 'L', '和', '2.0', 'L', '的', '差距', '真的', '那么', '大', '么', '？', '如果', '马自达', '2.5', 'L', '两驱', '和', '森林', '人', '2.0', 'L', '四驱', '比', '呢', '？', '本人', '用车', '90%', '市区', '，', '一年', '2', '次', '自驾游', '，', '偶尔', '回老家', '会', '有', '一定', '的', '非', '铺', '装', '路面', '。']","['一说', '纠结', '小弟', '没', '结婚', '家用', '功能', '肯定', '不是', '首要', '家里人', '看重', '斯巴鲁', '安全性', '2.5', 'L', '2.0', 'L', '差距', '真的', '大', '马自达', '2.5', 'L', '两驱', '森林', '人', '2.0', 'L', '四驱', '用车', '90%', '市区', '一年', '次', '自驾游', '回老家', '有', '一定', '非', '铺', '装', '路面']","[3418, 176, 5767, 15, 532, 372, 71, 30, 7450, 7244, 2548, 35, 203, 1, 285, 1, 285, 1107, 136, 17, 445, 1, 285, 1203, 2, 3, 1, 285, 31, 363, 3333, 92, 427, 741, 780, 7837, 4, 188, 799, 2287, 229, 346]","[3418, 176, 5767, 15, 532, 372, 71, 30, 7450, 7244, 2548, 35, 203, 1, 285, 1, 285, 1107, 136, 17, 445, 1, 285, 1203, 2, 3, 1, 285, 31, 363, 3333, 92, 427, 741, 780, 7837, 4, 188, 799, 2287, 229, 346, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
435,7el5K1ChiVGLaDyJ,森林人什么时候主打操控了……还有人说森林人操控比cx5好，我也是醉了……这两车对比如果不是特别喜欢森林人，劝你还是买cx5吧,"['森林', '人', '什么', '时候', '主打', '操控', '了', '…', '…', '还有', '人', '说', '森林', '人', '操控', '比', 'cx5', '好', '，', '我', '也', '是', '醉', '了', '…', '…', '这', '两车', '对比', '如果', '不是', '特别', '喜欢', '森林', '人', '，', '劝', '你', '还是', '买', 'cx5', '吧']","['森林', '人', '主打', '操控', '人', '说', '森林', '人', '操控', 'cx5', '好', '醉', '两车', '对比', '不是', '特别', '喜欢', '森林', '人', '劝', '买', 'cx5']","[2, 3, 1144, 33, 3, 18, 2, 3, 33, 630, 10, 3503, 1357, 583, 30, 198, 59, 2, 3, 2796, 19, 630]","[2, 3, 1144, 33, 3, 18, 2, 3, 33, 630, 10, 3503, 1357, 583, 30, 198, 59, 2, 3, 2796, 19, 630, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
436,kb4dKYRZEAnFToIQ,车系首页有具体你参考下说明书就可以啊！勤看说明对你有益的！否则以后用车会有更多疑问的！另外你用这车上下班代步比较坑！油耗绝对比不上一般的家用车,"['车系', '首页', '有', '具体', '你', '参考', '下', '说明书', '就', '可以', '啊', '！', '勤看', '说明', '对', '你', '有益', '的', '！', '否则', '以后', '用车', '会', '有', '更', '多', '疑问', '的', '！', '另外', '你', '用', '这车', '上下班', '代步', '比较', '坑', '！', '油耗', '绝对', '比不上', '一般', '的', '家用车']","['车系', '首页', '有', '具体', '参考', '下', '说明书', '可以', '勤看', '说明', '对', '有益', '以后', '用车', '有', '多', '疑问', '这车', '上下班', '代步', '比较', '坑', '油耗', '比不上', '一般', '家用车']","[2303, 13145, 4, 560, 420, 63, 542, 13, 942, 56, 192, 363, 4, 22, 3731, 221, 555, 946, 48, 840, 6, 1548, 77, 1519]","[2303, 13145, 4, 560, 420, 63, 542, 13, 942, 56, 192, 363, 4, 22, 3731, 221, 555, 946, 48, 840, 6, 1548, 77, 1519, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
